vacuum,power
51.95,448.5
67.07,433.89
40.56,472.98
59.92,444.85
42.07,485.24
46.97,464.4
35.71,471.63
39.82,470.41
69.68,436.34
44.34,468.27
35.77,478.13
35.79,484.03
67.45,435.14
72.99,434.45
44.88,459.63
43.22,466.85
35.19,486.39
40.35,490.5
72.24,434.93
39.63,466.83
71.97,442.19
63.56,450.7
35.57,487.72
43.43,451.38
39.96,467.41
63.87,446.42
69.04,448.6
41.06,475.76
41.23,465.16
67.25,436.21
43.67,472.77
41.38,490.57
42.02,472.27
41.92,478.98
65.51,444.8
69.71,442.21
41.46,480.32
39.64,471.89
55.28,451.29
49.02,442.84
62.6,449.61
48.98,459.27
73.5,433.63
62.96,444.83
59.39,446.79
36.18,475.21
65.34,439.59
43.52,483.79
47.45,446.72
37.92,473.72
41.23,469.05
41.66,483.38
55.5,457.29
41.79,473.73
67.25,434.83
39.39,471.72
43.48,467.83
60.07,453.27
45.38,458.63
67.07,439.03
65.46,455.17
44.84,461
39.28,478.07
43.22,464.39
41.55,484.87
40,458.46
69.98,431.09
45.01,460.91
69.48,430.14
45.87,478.02
62.44,442.46
54.42,458.21
71.77,435.06
66.54,430.92
43.79,461.23
39.39,464.36
40.64,481.13
46.21,439.55
58.95,450.02
45.87,454.29
40.79,459.06
49.16,443.59
39.64,481.29
69.45,441.76
36.54,475.48
64.05,439.56
41.38,489.4
60.84,442.02
44.6,463.48
73.21,432.78
52.84,444.04
72.24,437.67
59.27,445.57
59.14,436.09
38.28,465.64
45.61,454.62
60.95,444.65
76.2,435.31
40.56,482.36
39.64,483.43
43.41,462.94
68.27,427.67
70.4,439.04
41.17,478.21
56.65,455.49
73.5,435.59
58.82,448.67
72.24,433.31
36.99,463.76
41.55,483.63
62.26,451.14
72.58,437.8
51.19,452.04
43.02,474.44
69.13,430.41
43.02,484.35
57.17,442.77
65.94,448.66
42.44,461.55
39.63,466.06
66.51,456.49
41.1,467.32
43.8,468.55
38.91,491.1
41.96,467.1
58.62,450.96
43.77,444.99
58.2,446.19
44.88,465.51
46.63,453.05
44.21,462.02
35.19,488.42
74.22,433.73
35.77,483.36
69.48,435.23
39.04,479.8
39.37,483.74
69.51,434.35
39.28,473.6
34.69,481.44
66.48,436.06
42.77,461.6
42.85,478.94
44.6,469.96
64.33,442.32
74.87,435.31
73.68,426.48
73.4,439.33
40.22,480.73
41.78,474.58
60.93,435.87
44.05,447.2
49.83,466.04
71.98,428.44
70.8,436.8
41.31,489.86
42.44,473.96
54.42,457.14
70.98,437.55
40.02,476.01
79.05,436.51
70.98,435.48
44.05,447.96
39.28,474.13
44.58,474.7
58.05,433.77
64.09,436.61
63.09,446.75
43.14,471.98
67.71,444.98
60.27,441.74
41.44,472.06
68.12,435.28
66.48,435.12
42.99,472.84
63.9,449.38
37.92,470.49
64.96,430.24
62.1,452.91
41.93,467.51
74.34,434.15
62.66,441.32
68.08,436.51
39.82,471.31
50.12,448.11
44.2,478.36
44.9,457.6
66.48,440.12
47.45,442.78
58.95,441.91
49.69,455.69
39.64,482.22
48.6,439.4
51.43,455.45
73.06,434.9
43.72,456.55
42.07,460.82
41.62,466.91
51.43,448.85
38.52,453.89
69.23,439.3
58.79,448.84
68.63,454.5
77.95,433.39
42.99,468.87
49.69,454.74
76.2,437.62
47.93,438.79
43.69,465.2
49.21,447.67
42.18,456.04
68.12,436.15
58.96,454.05
70.8,430.71
70.94,431.77
43.69,485.18
66.49,436.62
43.67,474.27
68.67,432.28
57.19,436.29
39.4,485.86
42.28,467.3
41.03,484.96
59.8,454.99
39.99,461.16
44.03,468.13
64.15,448.43
67.69,439.08
70.98,440.96
56.03,462.48
40,478.86
39.99,482.83
73.42,432.81
42.34,462.6
39.72,480.21
46.21,457.58
73.88,435.48
60.23,438.88
63.94,438.73
64.79,441.41
45.61,453.19
56.9,437.82
51.43,449.45
40.55,472.43
41.06,489.79
70.47,434.67
36.08,482.98
40.92,462.4
68.94,436.05
40.07,495.23
44.58,472.67
44.2,477.19
67.45,445.55
66.54,436.69
66.91,439.74
71.85,427.82
44.58,463.2
37.8,483.95
63.09,450.55
70.02,436.88
40.64,478.78
35.71,469.32
41.17,479.21
56.85,436.44
39.28,477.51
71.77,426.62
39.69,470.17
43.56,463.91
50.16,451.14
52.84,440.31
51.3,450.97
73.06,430.46
43.67,465.46
69.23,435.25
70.36,438.46
40.23,475.48
70.36,438.47
73.77,433.34
70.02,437.83
47.45,453.08
40.89,465.37
64.05,442.75
43.34,465.96
60.37,440.9
70.32,433.71
42.85,483.63
38.5,489.52
49.16,444.69
65.48,440.92
51.95,449.73
68.08,445.41
40.72,489.64
41.35,459.64
40.02,476.69
69.14,433.96
63.47,443.66
74.67,435.81
42.24,470.63
62.96,454.65
41.49,466.5
40.07,489.59
36.71,474.93
43.02,467.23
70.72,433.02
62.91,444.8
74.87,445.5
76.2,433.29
68.08,433.82
59.43,440.76
41.79,455.24
77.3,435.87
43.99,461.07
56.89,443.5
44.78,465.69
42.44,478.5
52.75,464.68
51.19,443.87
38.01,468.12
52.75,470.76
74.93,443.29
40.71,477.14
71.64,434.91
58.79,447.02
64.63,450.28
58.95,451.96
41.74,478.06
39,463.88
40.12,462.6
65.48,443.43
62.1,450.43
39.16,464.07
58.79,446.29
39.59,465
74.87,436.16
71.32,430.44
57.76,458.41
59.22,441.57
58.98,442.65
42.99,467.42
41.76,462.19
71.85,440.4
41.78,464.94
39.33,491.17
52.72,462.34
42.8,459.65
72.43,429.62
53.29,458.37
39.66,483.54
58.71,430.38
39.85,483.01
40.71,465.58
70.02,435.45
41.39,474.49
45.01,468.07
44.03,473.54
38.53,470.39
71.73,430.86
66.51,439.48
69.84,427.33
60.07,440.62
71.58,433.88
71.94,427.2
67.69,445.34
38.08,478.32
36.71,475.13
39.72,459.83
71.14,426.97
39.16,470.74
68.24,426.54
70.32,433.42
59.8,450.14
41.74,448.97
62.96,455.88
63.9,441.3
40.83,472.41
60.32,447.17
64.84,441.74
67.9,436.08
75.6,441.04
37.73,481.03
43.79,480.28
76.09,430.81
66.51,436.16
41.17,486.76
41.26,482.1
67.07,437.76
40.71,470.95
59.15,448.61
40.83,472.22
61.5,437.76
62.91,449.77
43.48,459.96
72.39,436.1
39.58,467.8
41.76,467.33
41.17,486.15
69.89,427.29
61.87,447.93
70.47,434.45
49.69,457.05
67.83,426.24
69.23,436.94
77.24,435.81
41.1,448.56
50.05,436.35
43.02,468.19
68.94,427.42
63.31,440.7
58.9,440.93
40.6,478.3
59.07,441.05
75.33,431.32
39.16,470.96
61.25,441.77
44.71,469.12
42.49,481.69
43.99,466.75
40.67,479.18
42.04,465.64
44.34,473.46
43.65,480.47
41.5,472.45
71.98,430.33
72.58,429.25
52.75,456.58
63.21,441.04
77.54,432.89
76.86,437.31
41.76,462.44
41.16,466.16
40.78,463.54
41.79,461.88
69.13,429.1
40,456.41
44.84,467.18
74.87,443.7
71.14,436.68
78.05,432.1
67.25,443.44
40.77,480.38
38.56,486.12
77.95,436.97
44.34,468.53
62.44,440.55
42.34,464.79
40.23,478.05
44.71,487.71
64.45,446.94
58.98,443.75
56.65,456.49
40.78,458.85
60.95,449.12
58.59,451.05
71.29,430.8
66.49,437.38
41.01,472.82
42.49,478.75
44.45,460.06
40.02,476.73
39.31,462.72
58.62,449.12
80.18,432.22
40.22,479.14
56.65,456.29
45.09,453.15
72.43,432.94
71.85,438.2
39.72,456.55
43.67,468.23
57.19,445.1
43.79,465.13
39.72,485.1
68.08,436.7
44.06,467.46
41.55,477.27
71.25,431.93
44.03,471.86
78.92,434.78
65.27,445.19
62.91,441.04
40,481.58
40.22,481.23
65.12,441.07
58.69,439.32
58.62,445.51
51.86,447.7
63.76,443.86
67.17,438.67
58.9,442.19
44.77,474.41
71.77,425.66
48.04,465.63
58.95,446.7
36.66,479.08
71.77,428.58
71.14,435.09
60.27,442.67
49.3,439.77
44.78,460.6
69.84,426.69
58.05,441.76
52.05,460.31
51.43,441.78
37.87,464.02
66.75,439.71
60.27,443.31
69.13,435.6
49.21,447.03
61.87,443.54
42.24,472.33
41.54,458.47
41.14,464.86
58.18,448.37
66.05,442.95
70.94,443.51
39.22,487.08
39.18,469.34
44.78,471.09
37.91,469.63
71.14,431.97
56.85,442.44
66.75,433.88
77.95,432.32
74.87,442.78
49.78,455.33
39.81,484.51
41.5,469.92
72.29,431.74
53.29,458.06
64.84,442.58
36.18,472.67
57.85,450.5
64.45,450.65
74.34,431.95
66.17,441.7
69.94,443.31
66.05,453.38
45.38,461.87
44.45,462.48
48.14,448.33
41.85,466.72
59.22,442.7
47.93,440.53
59.15,441.39
77.95,433.01
39.82,469.9
74.99,437.78
41.04,477.2
49.83,462.86
45.01,454.06
56.89,440.38
40.83,470.94
42.34,465.65
67.69,439.84
39.52,470.45
50.05,444.16
38.73,468.62
72.43,439.02
60.29,444.5
48.92,445.07
39.58,473.16
71.14,430.12
38.68,482.37
39.3,469.41
67.79,439.87
43.79,485.26
65.12,453.99
48.98,451.74
59.57,443.85
64.27,443.94
67.9,446.72
73.06,432.73
64.96,434.22
39.99,463.28
39.53,460.1
49.3,439.46
76.09,432
41.17,475.64
68.27,428.27
63.94,441.07
60.75,439.46
71.98,433.23
39.96,468.84
65.94,443.95
41.1,458.26
63.21,444.34
73.88,435.91
45.61,455.12
50.78,447.03
68.63,453.47
41.2,468.91
43.69,462.05
44.34,472.94
39.96,477.84
44.85,469.53
64.44,439.84
41.4,472.99
41.54,477.69
41.31,487.35
66.54,448.93
73.67,433.25
59.15,443.7
60.37,438.39
42.28,484.75
69.71,441.29
69.82,439.05
65.06,447.13
70.32,429.08
39.66,482.62
60.37,438.52
69.45,443.77
41.39,480.25
59.54,438.81
41.06,477.47
50.59,467.23
50.05,441.8
41.1,464.42
46.36,460.57
62.1,453.25
49.64,468.14
40.1,445.98
41.06,474.63
41.04,457.11
70.8,433.1
57.32,440.26
40.69,476.27
70.36,435.04
35.77,483.12
74.93,444.38
47.43,442.85
72.29,432.33
40.03,477.91
71.14,434.99
41.48,469.8
66.56,426.66
68.08,448.71
43.56,463.35
41.22,435.58
71.14,432.72
57.32,441.32
64.79,442.12
58.86,445.16
49.15,462.22
67.79,445.03
41.17,469.69
43.71,465.14
70.32,435.98
68.12,437.11
53.16,454.01
48.7,453.36
44.05,445.32
77.95,434.18
46.18,463.51
35.76,473.48
34.03,469.61
70.79,433.83
73.68,430.29
39.61,488.32
36.18,477.26
39.04,483.66
51.43,440.17
49.3,436.62
48.6,442.08
52.05,456.07
77.95,434.99
71.32,434.38
70.79,425.2
70.47,433.34
37.83,470.66
52.75,462.7
44.21,466.21
41.06,476.91
41.26,462.78
58.79,445.76
44.63,456.68
41.78,467.39
39.82,477.54
50.59,470.03
60.37,438.44
42.02,477.67
60.1,452.39
43.02,478.81
58.33,448.54
41.1,462.4
62.66,438.71
71.98,426
49.21,455.97
48.14,448.52
39.13,463.14
44.85,468.87
44.89,442.84
61.87,444.59
61.5,437.03
68.3,437.25
43.14,483.49
73.17,430.98
49.16,438.02
41.67,464.44
71.64,432.05
44.68,476.71
38.56,485.57
44.89,456.86
60.32,446.58
39.96,473.22
63.47,448.17
74.22,433.94
72.43,428.85
43.14,471.1
71.37,432.67
40.81,488.48
42.77,466.37
61.47,444.16
69.13,426.47
42.28,466.62
69.05,425.41
78.05,431.31
39.42,486.34
48.98,454.43
42.86,471.94
59.8,453.17
58.05,447.15
73.06,433.31
40,458.74
41.38,490.07
69.94,440.09
43.21,438.68
61.45,446.99
54.3,461.63
38.08,486.92
43.72,471.61
65.59,447.28
75.6,439.25
40.92,467.01
59.57,446.5
60.95,444.19
25.36,471.19
41.04,460.58
37.85,465.58
67.9,425.89
48.6,440.89
41.38,487.49
58.59,454.88
75.6,433.48
60.96,449.81
41.17,486.2
40.66,460.61
60.84,442.72
41.38,473.88
36.08,486.52
68.84,438.41
60.77,442.58
47.01,454.48
58.33,445.9
51.43,441.49
68.3,428.72
58.86,443.84
42.42,464.11
69.89,433.61
39.42,474.72
73.17,438.64
63.86,449.09
39.37,486.84
71.94,429.02
67.9,447.25
63.31,432.62
42.18,468.66
40.35,478.7
69.51,435.39
70.4,432.52
47.03,460.08
42.99,464.13
41.04,473.62
62.44,438.87
40.64,485.27
63.94,438.33
39.16,460.45
65.27,443.42
59.54,438.5
38.25,472.34
49.78,453.22
41.92,485.08
66.48,429.67
43.14,479.95
59.87,444.54
71.97,438.8
40.55,461.8
67.71,446.57
61.45,437.05
41.54,484.99
52.9,455.57
59.15,442.53
61.08,447.06
58.66,451.03
43.7,471.8
39.18,474.35
64.44,440.26
74.93,440.79
69.04,440.49
40.62,469.9
63.78,453.96
40.11,475.43
59.15,439.65
73.5,438.62
73.5,429.84
49.83,469.52
61.08,446.32
40.27,475.61
44.85,476.83
46.36,461.68
77.95,431.72
67.22,447.67
51.43,441.03
69.98,425.35
65.74,440.56
68.27,433
44.71,464.95
52.84,444.66
70.8,431.44
68.63,448.45
35.57,487.69
39.28,471.27
43.56,472.94
42.04,464.13
39.42,476.12
45.08,468.43
68.28,438
39.58,466.21
56.65,457.72
71.73,434.16
36.3,480.31
57.19,436.8
40.73,459.23
57.5,451.1
66.54,438.87
49.3,443.46
63.47,445.5
62.1,450.44
40.07,494.87
41.38,490.83
37.8,485.96
57.17,441.12
44.63,459.65
44.77,470.85
47.01,452.32
37.64,462.96
58.41,445.43
74.78,436.77
60.84,443.99
74.99,432.34
49.21,455.1
64.96,433.04
64.44,438.14
40.67,489.25
60.08,452.5
39.54,466.15
43.79,470.11
48.79,466.25
41.17,478.1
43.99,462.48
65.48,446
72.39,434.53
39.72,460.15
61.86,440.21
56.85,440.03
50.9,462.68
41.82,480.08
40.55,472.45
73.4,441.32
59.15,449.14
73.03,439.3
40.78,470.02
48.06,451.26
72.58,427.58
40.07,493.72
41.48,460.34
40.33,460.09
74.87,435.51
68.61,448.73
72.24,432.3
41.4,472.54
57.19,436.99
77.17,439.12
44.92,462.12
63.56,442.75
41.23,461.08
66.44,426.84
45.08,465.5
73.18,427.11
38.25,470.36
58.2,458.56
56.89,452.52
60.29,447.15
61.5,441.16
38.91,468.87
58.49,448.38
58.66,452.16
47.45,449.34
43.96,464.63
65.61,447.67
74.67,435.9
72.43,436.89
69.84,428.67
68.51,432.07
71.73,434.67
41.38,486.18
51.19,445.35
47.01,454.85
59.54,439.06
44.21,468.3
64.44,437.6
69.51,436.3
69.04,443.24
59.22,441.58
41.54,476.74
41.31,485.6
71.77,431.07
71.85,427.83
40.07,494.67
36.99,468.23
57.17,446.01
77.95,433.4
56.89,444.86
54.5,451.67
58.98,448.31
39.37,488.2
53.82,465.24
42.77,464.27
66.54,429.73
41.44,479.3
43.65,479.8
36.3,479.52
41.58,464.77
43.79,460.3
59.21,450.86
68.24,427.38
71.98,427.65
43.14,464.55
44.34,474.03
69.98,432.25
57.19,446.46
71.29,434.94
48.98,454.41
65.61,449.72
40.2,466.99
76.09,431.69
69.45,435.64
62.96,452.08
59.04,448.92
76.86,436.85
66.48,435.56
70.32,430.1
67.9,441.22
69.88,443.24
38.62,462.65
50.16,443.03
40.62,476.22
44.71,463
70.72,442.88
68.14,437.83
50.78,446.35
46.18,465.05
40.81,475.96
69.68,440.97
62.26,435.03
58.79,447.52
40.23,474.92
41.26,466.02
74.33,426.48
38.73,466.63
41.35,462.21
47.93,437.76
64.27,444.76
56.65,458.06
44.2,458.3
45.51,468.17
71.14,464.18
77.17,432.2
44.92,467.71
44.9,468.69
37.5,472.9
58.86,453.2
50.78,449.86
70.72,441.9
44.06,452.68
74.87,435.32
39.66,482.16
48.78,446.51
60.29,443.77
71.32,433.16
39.16,480.54
43.14,480.73
59.43,442.5
48.14,467.48
49.69,455.37
49.5,454.44
45.01,461.64
50.66,454.79
38.06,483.54
69.04,436.72
66.51,432.88
67.98,434.65
72.43,436.6
58.71,443.33
70.32,434.64
43.72,453.02
41.66,466.39
61.08,448.57
70.79,434.47
39.64,465.82
52.05,463.09
59.44,446.75
65.27,440.04
63.09,452.86
36.3,483.43
49.69,455.6
38.5,490.92
41.35,466.5
40.62,481.15
77.24,435.28
72.24,435.08
72.24,437.41
59.87,445.34
41.17,468.96
52.08,453.31
40.11,470.71
44.45,466.52
70.36,438.15
64.15,447.37
69.75,437.87
70.36,437.02
59.54,438.32
48.78,442.23
76.16,437.47
41.04,476.58
74.67,425.58
44.9,459.47
63.13,438.82
74.22,434.54
44.34,473.4
74.87,441.93
43.67,473.26
68.12,447.16
38.01,462.54
38.08,478.5
73.21,432.04
70.36,439.11
51.19,442.9
79.74,437.61
42.32,483.88
72.58,429.59
49.02,446.63
68.84,438.31
41.67,458.91
45.01,451.63
49.21,463.47
41.26,476.42
39.63,464.95
45.87,476.61
39.66,481.45
41.38,491.38
36.24,477.89
61.87,453.1
41.5,469.44
46.18,463.86
66.86,452.77
49.69,454.28
61.41,452.29
73.42,445.58
58.9,437.81
67.71,442.26
43.71,469.06
40.02,479.43
41.78,470.84
59.14,448.82
39.61,467.19
52.36,453.76
56.65,455.7
40.02,473.47
41.17,486.15
42.32,462.13
39.33,489.95
44.88,476.67
41.54,461.55
45.87,445.55
46.18,458.57
44.89,444.76
64.63,450.36
69.51,430.07
36.66,480.38
59.57,436.92
66.75,433.67
38.73,473.38
62.39,452.8
45.51,471.16
77.54,438.52
38.56,482.77
44.92,474.69
69.71,435.85
35.19,489.36
70.8,435.99
71.58,432.11
39.37,488.17
64.69,450.25
70.17,432.07
39.9,487.78
75.33,433.37
41.23,457.53
39.64,477.93
38.01,460.16
39.99,462.83
70.32,440.59
69.13,438.08
62.39,437.41
67.32,436.96
45.38,459.39
71.14,438.88
44.21,462.11
46.18,462.49
41.38,481.41
44.84,466.67
74.78,437.86
73.68,429.84
62.1,453.55
41.4,479.28
41.79,457.12
47.45,446.62
69.82,437.46
63.09,446.75
42.44,459.76
68.08,440.33
39.99,473.06
40.72,481.08
52.75,470.93
70.32,439.19
68.51,430.09
45.87,455.83
53.16,457.45
43.13,484.42
66.44,430.11
68.84,439.71
39.64,471.69
67.71,449.73
50.32,444.89
69.13,425.74
42.49,483.5
73.77,431.24
60.96,447.93
64.45,450.84
68.08,441.71
40.55,472.18
48.06,447.59
63.07,444.23
69.4,430.62
51.43,446.56
69.13,425.19
50.78,447.12
42.18,469.03
42.28,484.78
41.2,468.55
46.21,456.77
61.27,428.67
41.79,457.98
58.86,445.8
57.32,442.64
70.36,436.47
62.04,449.65
64.15,454.15
40.11,475.01
63.78,446.56
43.41,467.51
73.06,438.1
54.9,454.67
41.44,481.75
41.44,481.24
40.72,483.11
64.05,440.62
40.12,456.2
58.2,448.17
36.3,477.38
41.66,466.87
58.2,446.88
58.9,439.54
43.14,466.75
64.96,432.62
60.07,454.35
58.18,447.06
71.97,435.86
48.04,464.6
34.03,469.12
67.32,441.51
42.44,471.24
69.13,431.53
71.98,433.64
45.01,460.47
38.44,487.87
72.99,432
41.2,467.98
68.08,429.33
40.72,487.09
39.82,482.89
44.63,456.72
61.47,442.48
42.44,469.34
50.9,463.28
42.28,462.26
46.21,454.06
65.06,440.92
45.01,464.59
44.63,473.29
41.74,483.53
59.43,441.92
68.63,447.3
44.68,462.53
38.25,469.56
46.18,465.6
71.94,437.97
47.45,444.52
40,478.16
43.79,463.93
41.16,462.67
45.38,458.19
65.27,439.36
67.25,435.17
44.84,471.6
68.63,448.43
40.79,455.28
43.69,465.89
72.43,427.3
40.03,470.31
69.88,437.84
59.21,437.11
37.87,462.16
78.05,431.95
63.86,447.18
39.52,470.67
59.27,446.2
71.58,434.27
41.62,463.89
57.5,447.49
40.96,488.65
69.48,433.81
58.79,447.93
56.53,457.94
42.86,466.17
42.99,469.34
62.1,455.24
40.03,472.59
41.31,481.27
51.95,449.45
41.16,465.24
43.43,449.67
46.97,459.87
65.12,445.66
39.69,469.6
43.99,461.82
42.28,465.2
69.14,439.03
68.51,432.38
63.76,435.54
54.2,439.31
69.94,443
43.02,488.22
62.52,456.56
38.18,476.54
53.16,457.98
68.94,431.14
39.96,471.36
39.35,480.18
64.15,454.32
51.43,445.4
75.23,434.82
43.69,474.97
41.4,474.28
68.14,443.26
60.23,437.82
52.84,450.19
44.63,458.78
64.44,440.3
58.79,451.21
56.65,456.03
62.26,430.19
71.06,433.34
39.64,490.02
40.03,471.85
40.56,486.7
71.73,431.66
48.98,448.56
53.29,455.71
48.6,459.69
57.76,453.74
57.17,447.75
49.21,458.25
59.21,444.66
42.99,466.25
73.67,435.9
44.9,465.61
40,477.2
60.84,445.82
68.12,446.41
42.85,478.98
36.99,462.94
72.58,429.18
48.98,455.57
61.27,454.72
41.67,475.07
40.05,474.46
72.43,427.61
44.92,458.36
66.51,441.34
60.75,438.42
75.33,431.58
73.5,432.41
57.17,444.59
60.23,439.88
43.72,454.98
41.17,478.47
68.94,439.52
39.72,471.33
73.5,435.45
71.58,433.75
54.2,440.55
43.14,469.73
70.32,427.9
71.22,437.96
43.22,468.49
60.95,443.73
67.17,438.49
74.93,448.47
50.78,445.3
70.32,433.71
43.22,465.89
68.31,445.86
60.77,448.46
42.23,462.51
41.62,460.61
39.64,459.86
74.22,436.55
70.47,436.16
63.73,438.42
70.47,439.04
70.98,435.66
41.58,459.75
43.8,466.68
71.32,437.54
64.27,443.76
52.84,438.24
39.72,455.29
54.89,440.99
70.36,438.38
44.92,469.18
41.1,459.97
71.29,433.07
42.74,465.92
64.33,443.87
39.72,460.44
56.89,457
46.18,466.06
38.56,487.63
62.96,446.09
62.44,438.25
41.16,466.86
66.75,433.65
42.77,462.6
40.75,479.2
71.8,434.96
42.86,471.75
39.82,468.02
44.85,475.33
60.84,441.58
44.84,464.88
73.68,432.93
44.84,467.95
41.06,486.57
39.42,490.34
70.04,435.47
70.32,443.04
41.66,465.5
61.08,448.46
40.81,475.13
69.34,436.5
41.38,474.94
43.7,466.73
42.03,474.65
38.56,486.76
41.92,482.58
41.26,466.95
48.78,448.52
44.78,456.83
63.13,441.81
74.16,436.43
49.83,466.83
41.44,472.11
39.66,480.05
44.05,445.07
43.52,479.31
39.52,472.32
73.56,434.37
72.39,432.52
41.93,471.32
52.9,457.66
69.51,446.34
66.17,443.77
60.95,450.31
61.25,435.9
71.64,435.61
44.05,440.2
40.89,462.08
79.05,434.01
68.12,435.69
54.3,468.92
66.17,444.2
70.02,440.31
74.99,433.63
50.59,470.96
56.53,454.14
69.45,436.24
52.05,453.4
45.51,468.92
62.26,436.37
74.67,425.34
53.16,455.69
44.58,475.37
63.13,440.58
42.44,470.86
46.36,460.73
59.54,441.32
59.8,451.13
74.16,431.16
39.04,485.57
43.34,463.81
44.9,457.11
40.96,473.66
44.78,453.39
40.71,471.59
38.16,473.32
40.02,475.47
41.01,467.37
46,454.02
53.82,464.27
65.18,437.27
67.83,438.36
44.6,467.96
70.32,439
69.48,444.31
73.21,431.68
48.06,459.63
65.34,444.06
52.36,452.31
40.71,477.07
58.12,448.97
37.36,491.97
70.98,438.73
58.49,444.19
40.83,472.14
64.45,457.8
41.85,467.51
74.9,437.44
40.78,483.03
39.58,478.24
71.64,437.81
50.16,453.78
36.71,471.93
40.83,472.36
67.45,431.38
71.94,433.3
42.77,462.03
69.45,442.73
40.77,485.75
79.74,436.12
39.58,473.46
48.92,456.69
54.2,448.89
41.17,476.81
43.02,480.21
63.78,440.26
65.38,446.23
56.53,453.8
43.67,467.74
63.9,442.7
40.71,476.37
70.32,438.52
40.23,474.91
67.69,431.72
70.72,446.48
46.18,456.2
39.64,479.91
67.45,429.87
46.18,465.63
66.86,437.45
41.44,481.85
50.78,446.57
51.86,461.14
40.8,471.78
60.37,438.86
40.55,465.09
61.47,442.59
41.17,479.21
48.78,454.23
53.29,459.89
40.83,469.64
61.47,442.54
62.44,430.66
74.33,428.46
60.93,443.01
69.84,427.72
36.66,477.62
74.33,425.89
58.96,453.38
73.67,437.57
64.69,449.36
49.83,460.45
45.09,466.24
43.71,463.12
39.37,487.18
68.67,438.8
41.93,477.93
41.03,491.84
51.86,460
44.21,465.03
70.4,442.07
50.78,449.07
61.5,448.08
69.13,425.69
41.62,461.07
70.94,441.56
40.78,464.12
48.14,460.75
57.43,446.11
50.39,452.59
40.89,468.35
48.78,448.54
71.58,434.51
53.16,459.52
41.54,476.12
68.37,442.66
40.55,461.58
54.3,471
41.46,479.28
65.51,438.78
69.75,435.01
49.21,445.44
42.86,464.44
65.06,442.32
63.77,448.9
49.78,453.77
45.01,470.4
58.96,457.43
43.67,477.32
67.71,445.39
41.54,476.97
65.06,440.09
69.75,441.5
58.49,449.16
53.82,462.86
63.78,443.8
39.53,454.44
68.28,445.91
42.99,464.59
75.08,441.14
41.35,464.56
69.34,436.37
70.32,427.21
54.2,442.6
69.89,428.84
63.78,442.6
42.07,483.27
60.08,452.65
41.93,479.61
64.96,427.51
45.09,467.2
40.67,482.26
74.34,433.03
40.75,474.97
69.13,425.48
72.24,435.25
72.43,434.71
63.21,440.74
56.9,436.95
39.72,457.45
40.75,478.07
66.44,438.28
70.47,434.59
71.14,462.51
41.85,466.8
58.96,453.42
45.01,473.56
48.79,464.09
60.07,440.17
41.44,471.39
43.34,464.62
65.94,447.22
53.16,457.81
58.79,445.67
40.66,458.26
58.46,445.27
74.67,428.27
44.63,455.95
51.95,451.84
62.52,450.93
60.27,440.98
44.63,460.06
63.77,436.01
71.29,433.04
58.46,439.25
65.61,447.26
72.99,435.47
44.78,457.74
43.8,470.33
63.73,443.68
66.86,454.02
50.16,450.14
60.07,444.71
41.17,478.21
43.14,459.83
45.01,449.08
39.22,486.83
34.03,469.25
45.51,468.46
40.77,479.18
71.73,430.55
74.87,440.47
70.32,433.47
70.32,435.13
43.77,453.13
49.69,462.84
69.94,446.87
64.69,444.01
52.08,449.96
73.67,429.64
67.07,429.93
60.75,435.14
73.67,429.15
66.44,430.7
63.09,450
68.3,436.66
42.07,464.07
48.41,442.62
41.66,485.03
59.21,448.04
69.4,433.83
43.96,465.26
65.46,448.91
38.58,463.44
43.5,460.07
68.31,441.13
38.5,485.29
70.72,448.85
52.9,458.26
60.77,439.91
68.14,425.91
65.48,449.21
67.9,436.64
65.06,444.84
65.48,442.02
71.06,435.6
41.96,468.33
50.05,435.94
52.75,465.48
75.6,439.68
62.66,439.93
54.42,454.86
36.71,474.2
60.84,440.22
53.16,457.94
40.66,458.55
63.94,447.13
60.1,452.41
68.51,431.39
68.51,435.91
44.6,468.53
39.96,468.57
40.55,462.37
59.87,447.16
41.22,488.75
41.4,474.75
39.64,464.2
52.09,447.04
69.89,431.01
39.64,465.29
50.88,456.28
38.25,470.63
41.46,479.32
58.05,449.38
44.47,467.29
51.95,450.07
69.45,441.54
76.09,441.36
69.88,434.79
74.33,435.66
49.82,451.42
63.87,420.26
58.79,443.5
52.72,467.21
48.98,452.73
42.23,464.45
63.86,441.61
39.96,473.22
72.24,434.92
49.02,438.06
51.95,449.07
44.85,477.03
60.29,446.17
39.04,487.33
51.43,441.45
65.94,450.5
71.85,434.1
38.18,480.86
59.27,440.3
60.32,447.09
38.44,485.01
44.71,462.18
67.17,440.02
48.04,465.99
43.14,463.06
70.32,433.46
68.84,439.31
50.16,448.51
64.45,443.75
67.17,440.68
61.41,452.79
45.17,472.13
44.78,462.79
40.78,483.12
39.28,478.8
44.71,464.38
70.4,430.15
39.16,472.47
46.93,456.62
60.06,450.16
70.94,432.44
66.51,444.87
45.87,453.79
44.78,456.17
41.62,461.35
75.33,432.92
43.56,482.71
64.63,446.63
60.27,441.19
44.89,451.35
58.96,451.41
41.67,476.73
44.89,448.88
70.4,434.64
70.8,432.46
44.21,463.62
39.33,492.22
37.64,463.93
74.78,437.34
39.58,467.32
41.62,457.64
65.94,450.33
51.43,441.54
44.34,473.42
47.83,465.13
43.96,468.57
